orgid,orgname,industry,asset_type,min,max,hidemax,type,lobbies,contributes
"",Thornburg International Value Fund,Unknown,Mutual Fund,32004,130000,0,Y,,
"",PIMCO Total Return Fund,Unknown,Mutual Fund,32004,130000,0,Y,,
"",JPMorgan Chase Structured Note,Unknown,Unknown,30002,100000,0,Y,,
"",American Beacon Large Cap Value Fund,Unknown,Mutual Fund,18004,95000,0,Y,,
"",PIMCO Low Duration Fund,Unknown,Mutual Fund,17003,80000,0,Y,,
"",JPMorgan Chase US Government Money Mkt,Unknown,Cash/Money Market/Savings/Checking,17003,80000,0,Y,,
"",Pimco Developing Local Markets Fund,Unknown,Mutual Fund,16002,65000,0,Y,,
"",American Funds Growth Fund of America,Unknown,Mutual Fund,16002,65000,0,Y,,
"",Dodge & Cox Income Fund,Unknown,Mutual Fund,15001,50000,0,Y,,
"",Vanguard Health Care ETF,Misc Health,,3003,45000,0,Y,,
"",Baron Growth Fund,Unknown,Mutual Fund,3003,45000,0,Y,,
"",Vanguard Intermediate Term Corporate Bon,Unknown,Government Bond,2002,30000,0,Y,,
"",Optimum Small Cap Value,Unknown,Mutual Fund,2002,30000,0,Y,,
"",Optimum Small Cap Growth,Unknown,Mutual Fund,2002,30000,0,Y,,
"",Optimum Large Cap Value,Unknown,Mutual Fund,2002,30000,0,Y,,
"",Optimum Large Cap Growth,Unknown,Mutual Fund,2002,30000,0,Y,,
"",Optimum International,Unknown,Mutual Fund,2002,30000,0,Y,,
"",Optimum Fixed Income,Unknown,Mutual Fund,2002,30000,0,Y,,
"",Loomis Sayles Bond Fund,Unknown,Government Bond,2002,30000,0,Y,,
"",Lazard Emerging Market Equity,Unknown,Mutual Fund,2002,30000,0,Y,,
"",Credit Suisse Commodity Return Strat Fd,Unknown,Mutual Fund,2002,30000,0,Y,,
"",Calamos Market Neutral Income Fund,Unknown,Mutual Fund,2002,30000,0,Y,,
"",Artisan Small Cap Value Fund,Unknown,Mutual Fund,2002,30000,0,Y,,
"",Vanguard Small Cap ETF,Unknown,Mutual Fund,1001,15000,0,Y,,
"",Vanguard Growth Etf,Unknown,Mutual Fund,1001,15000,0,Y,,
"",Harbor Capital Appreciation Fund,Unknown,Mutual Fund,1001,15000,0,Y,,
"",American Beacon Small Cap Value Fund,Unknown,Mutual Fund,1001,15000,0,Y,,
"",Insured Cash Account,Unknown,Cash/Money Market/Savings/Checking,2,2000,0,Y,,
"",Cash,Unknown,Cash/Money Market/Savings/Checking,1,1000,0,Y,,
"",Bayou City Exploration,Unknown,,1,1000,0,Y,,
