orgid,orgname,industry,asset_type,min,max,hidemax,type,lobbies,contributes
"",Nations International Value Fund,Unknown,Mutual Fund,50001,100000,0,T,,
"",Washburn Unn Bond,Unknown,Government Bond,1001,15000,0,T,,
"",Oppenheimer Advantage Primary Liquid Fnd,Unknown,Cash/Money Market/Savings/Checking,1,1000,0,T,,
