orgid,orgname,industry,asset_type,min,max,hidemax,type,lobbies,contributes
"","550 Huyler Street/South Hackensack, NJ",Real Estate,,250001,500000,0,T,,
"","125 Louis Street/South Hackensack, NJ",Real Estate,,130003,350000,0,T,,
"","80 Wesley Street/South Hackensack, NJ",Real Estate,,100001,250000,0,T,,
"","4E Forest Avenue/Englewood, NJ",Real Estate,,100001,250000,0,T,,
"","425 Victoria Terrace/Ridgefield, NJ",Real Estate,,100001,250000,0,T,,
"","40 Ruta Court/South Hackensack, NJ",Real Estate,,100001,250000,0,T,,
"","30 Ruta Court/South Hackensack, NJ",Real Estate,,100001,250000,0,T,,
"",250 North Street/Teterboro NJ,Real Estate,,100001,250000,0,T,,
"","17793 Southwick Way/Boca Raton, FL",Real Estate,,100001,250000,0,T,,
"",175 Louis Street/Hackensack NJ,Real Estate,,100001,250000,0,T,,
"","150 Louis Street/South Hackensack, NJ",Real Estate,,100001,250000,0,T,,
"",Money Market,Unknown,Cash/Money Market/Savings/Checking,30002,100000,0,T,,
"",General Bond,Unknown,Government Bond,50001,100000,0,T,,
"",Fidelity Municipal Money Market,Unknown,Cash/Money Market/Savings/Checking,50001,100000,0,T,,
"",Discover Bank/CD,Unknown,Cash/Money Market/Savings/Checking,50001,100000,0,T,,
"",Ally Bank/CD,Unknown,Cash/Money Market/Savings/Checking,50001,100000,0,T,,
"","600 Hollister Road/Teterboro, NJ",Real Estate,,50001,100000,0,T,,
"","45 Ruta Court/South Hackensack, NJ",Real Estate,,30002,100000,0,T,,
"",Twinks Columbia Bank,Commercial Banks,Cash/Money Market/Savings/Checking,15001,50000,0,T,,
"",Roan Mun Money Market Fund,Unknown,Cash/Money Market/Savings/Checking,15001,50000,0,T,,
"",Oppenheimer Global Fund,Unknown,Mutual Fund,15001,50000,0,T,,
"",GE Money Bank/CD,Unknown,Cash/Money Market/Savings/Checking,15001,50000,0,T,,
"","538-540 Huyler St/South Hackensack, NJ",Real Estate,,15001,50000,0,T,,
"",Columbia Bank Account,Unknown,Cash/Money Market/Savings/Checking,3003,45000,0,T,,
"",Steven R Rothman Irrev Life Insur Trust,Unknown,Insurance policies & Annuities,2002,30000,0,T,,
"",Money Market Fund,Unknown,Cash/Money Market/Savings/Checking,2002,30000,0,T,,
"",Twinks Columbia Bank/Checking,Unknown,Cash/Money Market/Savings/Checking,1001,15000,0,T,,
"",Partner-Summit/Checking,Unknown,Cash/Money Market/Savings/Checking,1001,15000,0,T,,
"",National City Bank/CD,Unknown,Cash/Money Market/Savings/Checking,1001,15000,0,T,,
"",Citibank/Savings,Unknown,Cash/Money Market/Savings/Checking,1001,15000,0,T,,
"",Money Market Funds,Unknown,Cash/Money Market/Savings/Checking,1,1000,0,T,,
