congID;details;id;name;year
111;New York Democrat, District 5;N00001143;Ackerman, Gary;2010
111;Alabama Republican, District 4;N00003028;Aderholt, Robert B;2010
111;New Jersey Democrat, District 3;N00000812;Adler, John H;2010
111;Hawaii Democrat, Senate;N00007653;Akaka, Daniel K;2010
111;Missouri Republican, District 2;N00009677;Akin, Todd;2010
111;Tennessee Republican, Senate;N00009888;Alexander, Lamar;2010
111;Louisiana Republican, District 5;N00025464;Alexander, Rodney;2010
111;Pennsylvania Democrat, District 4;N00027664;Altmire, Jason;2010
111;New Jersey Democrat, District 1;N00000826;Andrews, Robert E;2010
111;New York Democrat, District 24;N00027890;Arcuri, Mike;2010
111;Ohio Republican, District 7;N00029412;Austria, Steve;2010
111;California Democrat, District 43;N00007089;Baca, Joe;2010
111;Minnesota Republican, District 6;N00027493;Bachmann, Michele;2010
111;Alabama Republican, District 6;N00008091;Bachus, Spencer;2010
111;Washington Democrat, District 3;N00007936;Baird, Brian;2010
111;Wisconsin Democrat, District 2;N00004367;Baldwin, Tammy;2010
111;Wyoming Republican, Senate;N00006236;Barrasso, John A;2010
111;South Carolina Republican, District 3;N00013837;Barrett, Gresham;2010
111;Georgia Democrat, District 12;N00026080;Barrow, John;2010
111;Maryland Republican, District 6;N00002017;Bartlett, Roscoe G;2010
111;Texas Republican, District 6;N00005656;Barton, Joe;2010
111;Montana Democrat, Senate;N00004643;Baucus, Max;2010
111;Indiana Democrat, Senate;N00003762;Bayh, Evan;2010
111;Illinois Democrat, District 8;N00024875;Bean, Melissa;2010
111;California Democrat, District 31;N00009774;Becerra, Xavier;2010
111;Alaska Democrat, Senate;N00029901;Begich, Mark;2010
111;Colorado Democrat, Senate;N00030608;Bennet, Michael F;2010
111;Utah Republican, Senate;N00006347;Bennett, Robert F;2010
111;Nevada Democrat, District 1;N00009818;Berkley, Shelley;2010
111;California Democrat, District 28;N00008094;Berman, Howard L;2010
111;Arkansas Democrat, District 1;N00005455;Berry, Marion;2010
111;Delaware Democrat, Senate;N00001669;Biden, Joseph R Jr;2010
111;Illinois Republican, District 13;N00004762;Biggert, Judy;2010
111;California Republican, District 50;N00006981;Bilbray, Brian P;2010
111;Florida Republican, District 9;N00027462;Bilirakis, Gus;2010
111;New Mexico Democrat, Senate;N00006518;Bingaman, Jeff;2010
111;Utah Republican, District 1;N00025292;Bishop, Rob;2010
111;Georgia Democrat, District 2;N00002674;Bishop, Sanford;2010
