congID;details;id;name;year
110;Hawaii Democrat, District 1;N00007665;Abercrombie, Neil;2008
110;New York Democrat, District 5;N00001143;Ackerman, Gary;2008
110;Alabama Republican, District 4;N00003028;Aderholt, Robert B;2008
110;Hawaii Democrat, Senate;N00007653;Akaka, Daniel K;2008
110;Missouri Republican, District 2;N00009677;Akin, Todd;2008
110;Tennessee Republican, Senate;N00009888;Alexander, Lamar;2008
110;Louisiana Republican, District 5;N00025464;Alexander, Rodney;2008
110;Colorado Republican, Senate;N00009082;Allard, Wayne;2008
110;Maine Democrat, District 1;N00000469;Allen, Tom H;2008
110;Pennsylvania Democrat, District 4;N00027664;Altmire, Jason;2008
110;New Jersey Democrat, District 1;N00000826;Andrews, Robert E;2008
110;New York Democrat, District 24;N00027890;Arcuri, Mike;2008
110;California Democrat, District 43;N00007089;Baca, Joe;2008
110;Minnesota Republican, District 6;N00027493;Bachmann, Michele;2008
110;Alabama Republican, District 6;N00008091;Bachus, Spencer;2008
110;Washington Democrat, District 3;N00007936;Baird, Brian;2008
110;Wisconsin Democrat, District 2;N00004367;Baldwin, Tammy;2008
110;Wyoming Republican, Senate;N00006236;Barrasso, John A;2008
110;South Carolina Republican, District 3;N00013837;Barrett, Gresham;2008
110;Georgia Democrat, District 12;N00026080;Barrow, John;2008
110;Maryland Republican, District 6;N00002017;Bartlett, Roscoe G;2008
110;Texas Republican, District 6;N00005656;Barton, Joe;2008
110;Montana Democrat, Senate;N00004643;Baucus, Max;2008
110;Indiana Democrat, Senate;N00003762;Bayh, Evan;2008
110;Illinois Democrat, District 8;N00024875;Bean, Melissa;2008
110;California Democrat, District 31;N00009774;Becerra, Xavier;2008
110;Utah Republican, Senate;N00006347;Bennett, Robert F;2008
110;Nevada Democrat, District 1;N00009818;Berkley, Shelley;2008
110;California Democrat, District 28;N00008094;Berman, Howard L;2008
110;Arkansas Democrat, District 1;N00005455;Berry, Marion;2008
110;Delaware Democrat, Senate;N00001669;Biden, Joseph R Jr;2008
110;Illinois Republican, District 13;N00004762;Biggert, Judy;2008
110;California Republican, District 50;N00006981;Bilbray, Brian P;2008
110;Florida Republican, District 9;N00027462;Bilirakis, Gus;2008
110;New Mexico Democrat, Senate;N00006518;Bingaman, Jeff;2008
110;Utah Republican, District 1;N00025292;Bishop, Rob;2008
110;Georgia Democrat, District 2;N00002674;Bishop, Sanford;2008
110;New York Democrat, District 1;N00025413;Bishop, Timothy H;2008
110;Tennessee Republican, District 7;N00003105;Blackburn, Marsha;2008
110;Oregon Democrat, District 3;N00007727;Blumenauer, Earl;2008
110;Missouri Republican, District 7;N00005195;Blunt, Roy;2008
110;Ohio Republican, District 8;N00003675;Boehner, John;2008
110;Missouri Republican, Senate;N00005178;"Bond, Christopher ""Kit""";2008
110;Alabama Republican, District 1;N00025330;Bonner, Jo;2008
110;California Republican, District 45;N00007068;Bono Mack, Mary;2008
110;Arkansas Republican, District 3;N00013873;Boozman, John;2008
110;Guam Democrat, At Large;N00024866;Bordallo, Madeleine Z;2008
110;Oklahoma Democrat, District 2;N00026481;Boren, Dan;2008
110;Iowa Democrat, District 3;N00004208;Boswell, Leonard;2008
110;Virginia Democrat, District 9;N00002171;Boucher, Rick;2008
110;Louisiana Republican, District 7;N00026595;Boustany, Charles Jr;2008
110;California Democrat, Senate;N00006692;Boxer, Barbara;2008
110;Florida Democrat, District 2;N00002743;Boyd, Allen;2008
110;Kansas Democrat, District 2;N00026434;Boyda, Nancy E;2008
110;Texas Republican, District 8;N00005883;Brady, Kevin;2008
110;Pennsylvania Democrat, District 1;N00001619;Brady, Robert A;2008
110;Iowa Democrat, District 1;N00027464;Braley, Bruce;2008
110;Georgia Republican, District 10;N00028986;Broun, Paul;2008
110;Florida Democrat, District 3;N00002713;Brown, Corrine;2008
110;South Carolina Republican, District 1;N00002428;Brown, Henry;2008
110;Ohio Democrat, Senate;N00003535;Brown, Sherrod;2008
110;Florida Republican, District 5;N00024777;Brown-Waite, Ginny;2008
110;Kansas Republican, Senate;N00005244;Brownback, Sam;2008
110;Florida Republican, District 13;N00027626;Buchanan, Vernon;2008
110;Kentucky Republican, Senate;N00003437;Bunning, Jim;2008
110;Texas Republican, District 26;N00025219;Burgess, Michael;2008
110;North Carolina Republican, Senate;N00002221;Burr, Richard;2008
110;Indiana Republican, District 5;N00000010;Burton, Dan;2008
110;North Carolina Democrat, District 1;N00027035;Butterfield, G K;2008
110;Indiana Republican, District 4;N00003924;Buyer, Steve;2008
110;West Virginia Democrat, Senate;N00002200;Byrd, Robert C;2008
110;California Republican, District 44;N00007099;Calvert, Ken;2008
110;Michigan Republican, District 4;N00008086;Camp, Dave;2008
110;California Republican, District 48;N00027565;Campbell, John;2008
110;Utah Republican, District 3;N00006349;Cannon, Chris;2008
110;Virginia Republican, District 7;N00013131;Cantor, Eric;2008
110;Washington Democrat, Senate;N00007836;Cantwell, Maria;2008
110;West Virginia Republican, District 2;N00009771;Capito, Shelley Moore;2008
110;California Democrat, District 23;N00007232;Capps, Lois;2008
110;Massachusetts Democrat, District 8;N00000267;Capuano, Michael E;2008
110;Maryland Democrat, Senate;N00001955;Cardin, Ben;2008
110;California Democrat, District 18;N00024874;Cardoza, Dennis;2008
110;Missouri Democrat, District 3;N00005181;Carnahan, Russ;2008
110;Pennsylvania Democrat, District 10;N00027703;Carney, Chris;2008
110;Delaware Democrat, Senate;N00012508;Carper, Tom;2008
110;Indiana Democrat, District 7;N00029513;Carson, Andre;2008
110;Texas Republican, District 31;N00025095;Carter, John;2008
