congID;details;id;name;year
107;Hawaii Democrat, District 1;N00007665;Abercrombie, Neil;2002
107;Puerto Rico Third Party, At Large;N00009825;Acevedo-Vila, Anibal;2002
107;New York Democrat, District 5;N00001143;Ackerman, Gary;2002
107;Alabama Republican, District 4;N00003028;Aderholt, Robert B;2002
107;Hawaii Democrat, Senate;N00007653;Akaka, Daniel K;2002
107;Missouri Republican, District 2;N00009677;Akin, Todd;2002
107;Colorado Republican, Senate;N00009082;Allard, Wayne;2002
107;Virginia Republican, Senate;N00009957;Allen, George;2002
107;Maine Democrat, District 1;N00000469;Allen, Tom H;2002
107;New Jersey Democrat, District 1;N00000826;Andrews, Robert E;2002
107;Texas Republican, District 26;N00005638;Armey, Dick;2002
107;California Democrat, District 42;N00007089;Baca, Joe;2002
107;Alabama Republican, District 6;N00008091;Bachus, Spencer;2002
107;Washington Democrat, District 3;N00007936;Baird, Brian;2002
107;Louisiana Republican, District 6;N00005407;Baker, Richard;2002
107;Maine Democrat, District 2;N00000496;Baldacci, John;2002
107;Wisconsin Democrat, District 2;N00004367;Baldwin, Tammy;2002
107;North Carolina Republican, District 10;N00002377;Ballenger, Cass;2002
107;Michigan Democrat, District 5;N00004087;Barcia, Jim;2002
107;Minnesota Third Party, Senate;N00004517;Barkley, Dean M;2002
107;Georgia Republican, District 7;N00002526;Barr, Bob;2002
107;Wisconsin Democrat, District 5;N00009160;Barrett, Tom;2002
107;Maryland Republican, District 6;N00002017;Bartlett, Roscoe G;2002
107;Texas Republican, District 6;N00005656;Barton, Joe;2002
107;New Hampshire Republican, District 2;N00000423;Bass, Charles;2002
107;Montana Democrat, Senate;N00004643;Baucus, Max;2002
107;Indiana Democrat, Senate;N00003762;Bayh, Evan;2002
107;California Democrat, District 30;N00009774;Becerra, Xavier;2002
107;Utah Republican, Senate;N00006347;Bennett, Robert F;2002
107;Texas Democrat, District 25;N00005805;Bentsen, Ken;2002
107;Nebraska Republican, District 1;N00005331;Bereuter, Doug;2002
107;Nevada Democrat, District 1;N00009818;Berkley, Shelley;2002
107;California Democrat, District 26;N00008094;Berman, Howard L;2002
107;Arkansas Democrat, District 1;N00005455;Berry, Marion;2002
107;Delaware Democrat, Senate;N00001669;Biden, Joseph R Jr;2002
