congID;details;id;name;year
114;Louisiana Republican, District 5;N00036633;Abraham, Ralph;2016
114;North Carolina Democrat, District 12;N00035451;Adams, Alma;2016
114;Alabama Republican, District 4;N00003028;Aderholt, Robert B;2016
114;California Democrat, District 31;N00033997;Aguilar, Pete;2016
114;Tennessee Republican, Senate;N00009888;Alexander, Lamar;2016
114;Georgia Republican, District 12;N00033720;Allen, Richard W;2016
114;Michigan Republican, District 3;N00031938;Amash, Justin;2016
114;Nevada Republican, District 2;N00031177;Amodei, Mark;2016
114;Nebraska Democrat, District 2;N00005293;Ashford, Brad;2016
114;New Hampshire Republican, Senate;N00030980;Ayotte, Kelly;2016
114;Texas Republican, District 36;N00005736;Babin, Brian;2016
114;Wisconsin Democrat, Senate;N00004367;Baldwin, Tammy;2016
114;Pennsylvania Republican, District 11;N00025495;Barletta, Lou;2016
114;Kentucky Republican, District 6;N00031233;Barr, Andy;2016
114;Wyoming Republican, Senate;N00006236;Barrasso, John A;2016
114;Texas Republican, District 6;N00005656;Barton, Joe;2016
114;California Democrat, District 37;N00031877;Bass, Karen;2016
114;Ohio Democrat, District 3;N00033904;Beatty, Joyce;2016
114;California Democrat, District 34;N00009774;Becerra, Xavier;2016
114;Michigan Republican, District 1;N00031934;Benishek, Dan;2016
114;Colorado Democrat, Senate;N00030608;Bennet, Michael F;2016
114;California Democrat, District 7;N00030717;Bera, Ami;2016
114;Washington Republican, District 3;N00031559;Beutler, Jaime Herrera;2016
114;Virginia Democrat, District 8;N00036018;Beyer, Don;2016
114;Florida Republican, District 12;N00027462;Bilirakis, Gus;2016
114;Michigan Republican, District 8;N00036449;Bishop, Mike;2016
114;Utah Republican, District 1;N00025292;Bishop, Rob;2016
114;Georgia Democrat, District 2;N00002674;Bishop, Sanford;2016
114;Tennessee Republican, District 6;N00031539;Black, Diane;2016
114;Tennessee Republican, District 7;N00003105;Blackburn, Marsha;2016
114;Iowa Republican, District 1;N00033744;Blum, Rod;2016
114;Oregon Democrat, District 3;N00007727;Blumenauer, Earl;2016
114;Connecticut Democrat, Senate;N00031685;Blumenthal, Richard;2016
114;Missouri Republican, Senate;N00005195;Blunt, Roy;2016
114;Oregon Democrat, District 1;N00033474;Bonamici, Suzanne;2016
114;New Jersey Democrat, Senate;N00035267;Booker, Cory;2016
114;Arkansas Republican, Senate;N00013873;Boozman, John;2016
114;Guam Democrat, At Large;N00024866;Bordallo, Madeleine Z;2016
114;Illinois Republican, District 12;N00035420;Bost, Mike;2016
114;Louisiana Republican, District 3;N00026595;Boustany, Charles Jr;2016
114;California Democrat, Senate;N00006692;Boxer, Barbara;2016
114;Pennsylvania Democrat, District 13;N00035307;Boyle, Brendan;2016
114;Texas Republican, District 8;N00005883;Brady, Kevin;2016
114;Pennsylvania Democrat, District 1;N00001619;Brady, Robert A;2016
114;Virginia Republican, District 7;N00036013;Brat, Dave;2016
114;Oklahoma Republican, District 1;N00033532;Bridenstine, James;2016
114;Alabama Republican, District 5;N00030910;Brooks, Mo;2016
114;Indiana Republican, District 5;N00033495;Brooks, Susan;2016
114;Florida Democrat, District 5;N00002713;Brown, Corrine;2016
114;Ohio Democrat, Senate;N00003535;Brown, Sherrod;2016
114;California Democrat, District 26;N00034254;Brownley, Julia;2016
114;Florida Republican, District 16;N00027626;Buchanan, Vernon;2016
114;Colorado Republican, District 4;N00030829;Buck, Ken;2016
114;Indiana Republican, District 8;N00031227;Bucshon, Larry;2016
114;Texas Republican, District 26;N00025219;Burgess, Michael;2016
114;North Carolina Republican, Senate;N00002221;Burr, Richard;2016
114;Illinois Democrat, District 17;N00033390;Bustos, Cheri;2016
114;North Carolina Democrat, District 1;N00027035;Butterfield, G K;2016
114;Alabama Republican, District 1;N00035380;Byrne, Bradley;2016
114;California Republican, District 42;N00007099;Calvert, Ken;2016
114;Washington Democrat, Senate;N00007836;Cantwell, Maria;2016
114;West Virginia Republican, Senate;N00009771;Capito, Shelley Moore;2016
114;California Democrat, District 24;N00007232;Capps, Lois;2016
114;Massachusetts Democrat, District 7;N00000267;Capuano, Michael E;2016
114;California Democrat, District 29;N00033373;Cardenas, Tony;2016
114;Maryland Democrat, Senate;N00001955;Cardin, Ben;2016
114;Delaware Democrat, District 1;N00030736;Carney, John;2016
114;Delaware Democrat, Senate;N00012508;Carper, Tom;2016
114;Indiana Democrat, District 7;N00029513;Carson, Andre;2016
114;Georgia Republican, District 1;N00035346;Carter, Buddy;2016
114;Texas Republican, District 31;N00025095;Carter, John;2016
114;Pennsylvania Democrat, District 17;N00034128;Cartwright, Matt;2016
114;Pennsylvania Democrat, Senate;N00027503;Casey, Bob;2016
114;Louisiana Republican, Senate;N00030245;Cassidy, Bill;2016
114;Florida Democrat, District 14;N00027514;Castor, Kathy;2016
114;Texas Democrat, District 20;N00033316;Castro, Joaquin;2016
114;Ohio Republican, District 1;N00003689;Chabot, Steve;2016
114;Utah Republican, District 3;N00028958;Chaffetz, Jason;2016
114;California Democrat, District 27;N00030600;Chu, Judy;2016
114;Rhode Island Democrat, District 1;N00032019;Cicilline, David;2016
114;Massachusetts Democrat, District 5;N00035278;Clark, Katherine;2016
114;New York Democrat, District 9;N00026961;Clarke, Yvette D;2016
114;Florida Republican, District 19;N00035854;Clawson, Curt;2016
114;Missouri Democrat, District 1;N00012460;Clay, William L Jr;2016
114;Missouri Democrat, District 5;N00026790;Cleaver, Emanuel;2016
114;South Carolina Democrat, District 6;N00002408;Clyburn, James E;2016
114;Indiana Republican, Senate;N00003845;Coats, Dan;2016
114;Mississippi Republican, Senate;N00003328;Cochran, Thad;2016
114;Colorado Republican, District 6;N00024753;Coffman, Mike;2016
114;Tennessee Democrat, District 9;N00003225;Cohen, Steve;2016
114;Oklahoma Republican, District 4;N00025726;Cole, Tom;2016
114;New Jersey Democrat, District 12;N00036158;Coleman, Bonnie;2016
114;New York Republican, District 27;N00001285;Collins, Chris;2016
114;Georgia Republican, District 9;N00033518;Collins, Doug;2016
114;Maine Republican, Senate;N00000491;Collins, Susan M;2016
114;Virginia Republican, District 10;N00036023;Comstock, Barbara;2016
114;Texas Republican, District 11;N00026041;Conaway, Mike;2016
114;Virginia Democrat, District 11;N00029891;Connolly, Gerry;2016
114;Michigan Democrat, District 13;N00004029;Conyers, John Jr;2016
114;California Republican, District 8;N00034224;Cook, Paul;2016
114;Delaware Democrat, Senate;N00031820;Coons, Chris;2016
114;Tennessee Democrat, District 5;N00003132;Cooper, Jim;2016
114;Tennessee Republican, Senate;N00027441;Corker, Bob;2016
114;Texas Republican, Senate;N00024852;Cornyn, John;2016
114;California Democrat, District 16;N00026341;Costa, Jim;2016
114;Pennsylvania Republican, District 6;N00031064;Costello, Ryan;2016
114;Arkansas Republican, Senate;N00033363;Cotton, Tom;2016
114;Connecticut Democrat, District 2;N00024842;Courtney, Joe;2016
114;North Dakota Republican, District 1;N00004614;Cramer, Kevin;2016
114;Idaho Republican, Senate;N00006267;Crapo, Mike;2016
114;Arkansas Republican, District 1;N00030770;Crawford, Rick;2016
114;Florida Republican, District 4;N00012739;Crenshaw, Ander ;2016
114;New York Democrat, District 14;N00001127;Crowley, Joseph;2016
114;Texas Republican, Senate;N00033085;Cruz, Ted;2016
114;Texas Democrat, District 28;N00024978;Cuellar, Henry;2016
114;Texas Republican, District 7;N00009738;Culberson, John;2016
114;Maryland Democrat, District 7;N00001971;Cummings, Elijah E;2016
114;Florida Republican, District 26;N00035403;Curbelo, Carlos;2016
114;Montana Republican, Senate;N00033054;Daines, Steven;2016
114;Ohio Republican, District 8;N00038767;Davidson, Warren;2016
114;Illinois Democrat, District 7;N00004884;Davis, Danny K;2016
114;Illinois Republican, District 13;N00034784;Davis, Rodney;2016
114;California Democrat, District 53;N00009604;Davis, Susan A;2016
114;Oregon Democrat, District 4;N00007781;DeFazio, Peter;2016
114;Colorado Democrat, District 1;N00006134;DeGette, Diana;2016
114;Maryland Democrat, District 6;N00033897;Delaney, John K;2016
114;Connecticut Democrat, District 3;N00000615;DeLauro, Rosa L;2016
114;Washington Democrat, District 1;N00030693;DelBene, Suzan;2016
114;California Republican, District 10;N00031593;Denham, Jeff;2016
114;Pennsylvania Republican, District 15;N00026171;Dent, Charlie;2016
114;Florida Republican, District 6;N00034746;DeSantis, Ron;2016
114;California Democrat, District 11;N00030709;Desaulnier, Mark;2016
114;Tennessee Republican, District 4;N00030957;Desjarlais, Scott;2016
114;Florida Democrat, District 21;N00031317;Deutch, Ted;2016
114;Florida Republican, District 25;N00025337;Diaz-Balart, Mario;2016
114;Michigan Democrat, District 12;N00036149;Dingell, Debbie;2016
114;Texas Democrat, District 35;N00006023;Doggett, Lloyd;2016
114;Illinois Republican, District 10;N00031103;Dold, Bob;2016
114;Indiana Democrat, Senate;N00026586;Donnelly, Joe;2016
114;New York Republican, District 11;N00036928;Donovan, Dan;2016
114;Pennsylvania Democrat, District 14;N00001373;Doyle, Mike;2016
114;Illinois Democrat, District 8;N00027860;Duckworth, Tammy;2016
114;Wisconsin Republican, District 7;N00030967;Duffy, Sean P;2016
114;South Carolina Republican, District 3;N00030752;Duncan, Jeff;2016
114;Tennessee Republican, District 2;N00003209;Duncan, John J Jr;2016
114;Illinois Democrat, Senate;N00004981;Durbin, Dick;2016
114;Maryland Democrat, District 4;N00028249;Edwards, Donna;2016
114;Minnesota Democrat, District 5;N00028257;Ellison, Keith;2016
114;North Carolina Republican, District 2;N00031513;Ellmers, Renee;2016
114;Minnesota Republican, District 6;N00035440;Emmer, Tom;2016
114;New York Democrat, District 16;N00001003;Engel, Eliot L;2016
114;Wyoming Republican, Senate;N00006249;Enzi, Mike;2016
114;Iowa Republican, Senate;N00035483;Ernst, Joni;2016
114;California Democrat, District 18;N00007335;Eshoo, Anna;2016
114;Connecticut Democrat, District 5;N00033217;Esty, Elizabeth;2016
114;Texas Republican, District 27;N00031672;Farenthold, Blake;2016
114;California Democrat, District 20;N00007312;Farr, Sam;2016
114;Pennsylvania Democrat, District 2;N00001746;Fattah, Chaka;2016
114;California Democrat, Senate;N00007364;Feinstein, Dianne;2016
114;Tennessee Republican, District 8;N00031141;Fincher, Steve;2016
114;Nebraska Republican, Senate;N00033443;Fischer, Deb;2016
114;Pennsylvania Republican, District 8;N00027229;Fitzpatrick, Michael G;2016
114;Arizona Republican, Senate;N00009573;Flake, Jeff;2016
114;Tennessee Republican, District 3;N00030815;Fleischmann, Chuck;2016
114;Louisiana Republican, District 4;N00029679;Fleming, John;2016
114;Texas Republican, District 17;N00031545;Flores, Bill;2016
114;Virginia Republican, District 4;N00013799;Forbes, Randy;2016
114;Nebraska Republican, District 1;N00026631;Fortenberry, Jeff;2016
114;Illinois Democrat, District 11;N00029139;Foster, Bill;2016
114;North Carolina Republican, District 5;N00026166;Foxx, Virginia;2016
114;Florida Democrat, District 22;N00002893;Frankel, Lois J;2016
114;Minnesota Democrat, Senate;N00029016;Franken, Al;2016
114;Arizona Republican, District 8;N00006423;Franks, Trent;2016
114;New Jersey Republican, District 11;N00000684;Frelinghuysen, Rodney;2016
114;Ohio Democrat, District 11;N00030490;Fudge, Marcia L;2016
114;Hawaii Democrat, District 2;N00033281;Gabbard, Tulsi;2016
114;Arizona Democrat, District 7;N00036097;Gallego, Ruben;2016
114;California Democrat, District 3;N00030856;Garamendi, John;2016
114;Colorado Republican, Senate;N00030780;Gardner, Cory;2016
114;New Jersey Republican, District 5;N00000743;Garrett, Scott;2016
114;Ohio Republican, District 7;N00031128;Gibbs, Bob;2016
114;New York Republican, District 19;N00031998;Gibson, Chris;2016
114;New York Democrat, Senate;N00027658;Gillibrand, Kirsten;2016
114;Texas Republican, District 1;N00026148;Gohmert, Louis B Jr;2016
114;Virginia Republican, District 6;N00009154;Goodlatte, Bob;2016
114;Arizona Republican, District 4;N00030771;Gosar, Paul;2016
114;South Carolina Republican, District 4;N00030880;Gowdy, Trey;2016
114;Florida Democrat, District 2;N00035688;Graham, Gwen;2016
114;South Carolina Republican, Senate;N00009975;Graham, Lindsey;2016
114;Texas Republican, District 12;N00008799;Granger, Kay;2016
114;Iowa Republican, Senate;N00001758;Grassley, Chuck;2016
114;Louisiana Republican, District 6;N00036135;Graves, Garret;2016
114;Missouri Republican, District 6;N00013323;Graves, Sam;2016
114;Georgia Republican, District 14;N00030788;Graves, Tom;2016
114;Florida Democrat, District 9;N00028418;Grayson, Alan;2016
114;Texas Democrat, District 9;N00026686;Green, Al;2016
114;Texas Democrat, District 29;N00005870;Green, Gene;2016
114;Virginia Republican, District 9;N00032029;Griffith, Morgan;2016
114;Arizona Democrat, District 3;N00025284;Grijalva, Raul M;2016
114;New Mexico Democrat, District 1;N00029400;Grisham, Michelle Lujan;2016
114;Wisconsin Republican, District 6;N00036409;Grothman, Glenn S;2016
114;New Hampshire Republican, District 1;N00030801;Guinta, Frank;2016
114;Kentucky Republican, District 2;N00029675;Guthrie, Brett;2016
114;Illinois Democrat, District 4;N00004874;Gutierrez, Luis V;2016
114;California Democrat, District 44;N00006806;Hahn, Janice;2016
114;Hawaii Democrat, District 1;N00025881;Hanabusa, Colleen;2016
114;New York Republican, District 22;N00030197;Hanna, Richard;2016
114;Nevada Republican, District 4;N00035628;Hardy, Cresent;2016
114;Mississippi Republican, District 3;N00029632;Harper, Gregg;2016
114;Maryland Republican, District 1;N00029147;Harris, Andy;2016
114;Missouri Republican, District 4;N00031005;Hartzler, Vicky;2016
114;Florida Democrat, District 20;N00002884;Hastings, Alcee L;2016
114;Utah Republican, Senate;N00009869;Hatch, Orrin G;2016
114;Washington Democrat, District 10;N00031557;Heck, Dennis;2016
114;Nevada Republican, District 3;N00031244;Heck, Joe;2016
114;New Mexico Democrat, Senate;N00029835;Heinrich, Martin;2016
114;North Dakota Democrat, Senate;N00033782;Heitkamp, Heidi;2016
114;Nevada Republican, Senate;N00027522;Heller, Dean;2016
114;Texas Republican, District 5;N00024922;Hensarling, Jeb;2016
114;Georgia Republican, District 10;N00032243;Hice, Jody;2016
114;New York Democrat, District 26;N00027060;Higgins, Brian M;2016
114;Arkansas Republican, District 2;N00035792;Hill, French;2016
114;Connecticut Democrat, District 4;N00029070;Himes, Jim;2016
114;Texas Democrat, District 15;N00006008;Hinojosa, Ruben;2016
114;Hawaii Democrat, Senate;N00028139;Hirono, Mazie K;2016
114;North Dakota Republican, Senate;N00031688;Hoeven, John;2016
114;North Carolina Republican, District 13;N00033399;Holding, George;2016
114;California Democrat, District 17;N00012611;Honda, Mike;2016
114;Maryland Democrat, District 5;N00001821;Hoyer, Steny H;2016
114;North Carolina Republican, District 8;N00033630;Hudson, Richard;2016
114;Kansas Republican, District 1;N00027649;Huelskamp, Tim;2016
114;California Democrat, District 2;N00033030;Huffman, Jared;2016
114;Michigan Republican, District 2;N00030673;Huizenga, Bill;2016
114;Illinois Republican, District 14;N00031104;Hultgren, Randy;2016
114;California Republican, District 50;N00029258;Hunter, Duncan D;2016
114;Texas Republican, District 23;N00031417;Hurd, Will;2016
114;Virginia Republican, District 5;N00031265;Hurt, Robert;2016
114;Oklahoma Republican, Senate;N00005582;Inhofe, James M;2016
114;Georgia Republican, Senate;N00002593;Isakson, Johnny;2016
114;New York Democrat, District 3;N00013345;Israel, Steve;2016
114;California Republican, District 49;N00007017;Issa, Darrell;2016
114;Texas Democrat, District 18;N00005818;Jackson Lee, Sheila;2016
114;New York Democrat, District 8;N00033640;Jeffries, Hakeem;2016
114;West Virginia Republican, District 3;N00035531;Jenkins, Evan;2016
114;Kansas Republican, District 2;N00029077;Jenkins, Lynn;2016
114;Ohio Republican, District 6;N00032088;Johnson, Bill;2016
114;Texas Democrat, District 30;N00008122;Johnson, Eddie Bernice;2016
114;Georgia Democrat, District 4;N00027848;Johnson, Hank;2016
114;Wisconsin Republican, Senate;N00032546;Johnson, Ron;2016
114;Texas Republican, District 3;N00008028;Johnson, Sam;2016
114;Florida Republican, District 13;N00035717;Jolly, David;2016
